name,company,place,salary,post_time
销售代表（平安正编）,平安普惠投资咨询有限公司江苏分公司,南京-玄武区,1-1.5万/月,10-30
项目经理,南京宽慧无线网络通信有限公司,南京,5-8千/月,10-30
急聘：理财顾问/大客户销售/电话客服,广州际讯数码科技有限公司,广州-天河区,3-4.5千/月,10-30
续保专员,云南旭成汽车销售有限公司,昆明,4.5-6千/月,10-30
货物流转经理（收货&补货）,长沙宜家家居有限公司,长沙-岳麓区,,10-30
行政前台,深圳染影映画摄影有限公司,深圳-南山区,4-5千/月,10-30
双休五险一金招信用卡催收,广东德森金融企业服务有限公司杭州...,杭州-江干区,4.5-6千/月,10-30
保安,昆山富康物业管理有限公司,昆山,3.5-3.8千/月,10-30
成本会计,广州鼎泽生物科技有限公司,广州-从化,4.5-6千/月,10-30
EHS Consultant,高达（上海）工程咨询有限公司,上海,1-1.5万/月,10-30
行政前台,武汉贝优瑞商贸有限公司,武汉-江汉区,3-4.5千/月,10-30
推广经理,乐山市瑞和祥生物制药有限公司,成都-高新区,6-8千/月,10-30
总经理司机,詹尼克（上海）化妆品有限公司,上海-嘉定区,6-8千/月,10-30
运营专员（偏邀约）-苏州,深圳依时货拉拉科技有限公司,苏州-相城区,4-6千/月,10-30
储备店长,广州市链家房地产代理有限公司,广州-番禺区,6-8千/月,10-30
本金场,南京砂之船资产管理有限公司,南京-江宁区,3-3.5千/月,10-30
电话客服专员  电话辅导,美乐家（中国）日用品有限公司,上海-静安区,5-5.5千/月,10-30
销售助理,陕西恒福泰科经贸有限公司,西安-新城区,3-4.5千/月,10-30
会计经理,古德智造文化创意（上海）有限公司,上海,0.8-1.6万/月,10-30
培训讲师/培训主管  周末双休,学冠影视文化有限公司,杭州-上城区,0.6-1.5万/月,10-30
《无责保底3K+高提成》区域销售代表,诺兴经贸有限公司,重庆-江北区,0.5-1万/月,10-30
开发助理（行政岗）,深圳市搜兔科技有限公司,深圳-龙岗区,4-6千/月,10-30
电话销售/销售代表/区域销售,深圳中视创达光电有限公司,深圳-宝安区,6-8千/月,10-30
人事专员,重庆市三易食品有限公司,重庆-江津区,3.2-4千/月,10-30
机械工程师,西安誉博机器人系统技术有限公司,西安,4.5-8千/月,10-30
大学生团队诚招储备干部/应届生,深圳市乐有家控股集团有限公司,深圳-龙岗区,0.5-1.2万/月,10-30
采购助理,南昌帝驰科技有限公司,南昌,3.5-7千/月,10-30
技术员 -  电工,北京仲量联行物业管理服务有限公司...,厦门,3.5-4千/月,10-30
市场家装顾问,四川百合居装饰工程有限公司,成都-青羊区,4.5-6千/月,10-30
新媒体文案策划,上海上汇企业管理有限公司,上海-长宁区,0.8-1万/月,10-30
CNC技术员（双休）5天8小时,深圳市沃尔德外科医疗器械技术有限...,深圳-坪山区,5.5-6.5千/月,10-30
技术工程师,上海竣智信息技术有限公司,上海-宝山区,3-5千/月,10-30
零基础网络推广+包吃住,乐游信息技术有限公司,广州-天河区,4.5-6千/月,10-30
文员,上海东朔投资管理有限公司,上海-闵行区,5-5.5千/月,10-30
急聘：税务会计（外帐）,多乐宝教育咨询（北京）有限公司,广州-番禺区,4-5千/月,10-30
拉长,深圳市德帮能源科技有限公司,深圳-宝安区,5.5-6.5千/月,10-30
室内设计师助理,广东和美建筑装饰工程有限公司,广州,2.5-6千/月,10-30
软件实施,兰州瑞杰信息科技有限公司,白银,4.5-6千/月,10-30
办公设备、电脑网络售后工程师,武汉华天高科科技发展有限公司,武汉,5-8千/月,10-30
销售代表（6k-8k）五险一金+专业培训+内部晋升,天津信融网络科技有限公司,天津-河西区,6-8千/月,10-30
连锁酒店店长,武汉锦悦丽舍酒店管理有限公司,武汉-江岸区,0.8-1万/月,10-30
市场专员,新文艺艺术教育科技(深圳)有限公司,深圳-福田区,3-6千/月,10-30
市场专员,北京特希达科技有限公司,杭州-西湖区,3.5-4.5千/月,10-30
连锁奶茶店服务员,上海兆展自动化设备有限公司,上海-浦东新区,3.3-4.5千/月,10-30
销售顾问（江西福翔汽车）,江西江铃海外汽车销售服务有限公司,南昌,6-8千/月,10-30
徐东双休包住网络销售,武汉洪诚广聚电子商务有限责任公司,武汉-武昌区,0.6-1万/月,10-30
电话销售（对接酒店）,广州蜂趣国际旅行社有限公司,广州-白云区,0.5-1万/月,10-30
（2018应届生+住宿）销售储备干部/销售专员,重庆赫昱智能科技有限公司,重庆-江北区,4.5-6千/月,10-30
行政前台（做六休一包吃包住）,上海中闵投资集团有限公司,上海-闵行区,4.5-6千/月,10-30
销售工程师/销售主管,爵格工业,广州,6-8千/月,10-30
车间跟班维修工（做四休二）,武汉宝特龙科技股份有限公司,武汉-汉阳区,4.5-6千/月,10-30
急聘美术老师（中山远洋）,多乐宝教育咨询（北京）有限公司远...,中山,3.5-4千/月,10-30
新房销售/无责2.8k/高提成/五险/就近安排/市场好,沈阳房江湖信息科技有限公司世纪路...,沈阳-浑南区,6-8千/月,10-30
出纳员 （番禺）,广东顺锦达进出口有限公司,广州-番禺区,3.5-4.5千/月,10-30
行政助理（销售部）,安图特（北京）科技有限公司,北京-西城区,4.5-6千/月,10-30
外贸经理,南京福碧源环境技术有限公司,南京-江宁区,1-1.8万/月,10-30
销售支持/助理,隆基乐叶光伏科技有限公司,上海-浦东新区,0.8-1万/月,10-30
医学业务代表,合肥中科金臻生物医学有限公司,合肥-高新区,4-6千/月,10-30
招商专员（底薪5k+代理商提成+项目提成）,江西飞尚科技有限公司,异地招聘,0.5-1万/月,10-30
大众/斯柯达销售顾问,上海浦江九隆汽车销售服务有限公司,上海-闵行区,0.6-2万/月,10-30
电话销售,武汉乐雅居家居有限责任公司,武汉,0.5-1万/月,10-30
大客户经理/理财顾问/基金营销,中远恒信集团,上海-静安区,1-1.5万/月,10-30
行政助理,深圳市真北企业管理咨询有限公司,深圳-福田区,4-6千/月,10-30
汽车销售销售顾问,陕西汇和企业管理服务有限公司,西安-未央区,3-7.5千/月,10-30
销售代表+提成,深圳市汉宣艺术品展览服务有限公司,深圳-宝安区,0.8-1万/月,10-30
销售专员,上海昶焰热能科技有限公司,上海-闵行区,5-8千/月,10-30
销售4k+带薪培训+解决住宿,麦田房产,厦门,4-8千/月,10-30
装卸工,湖北容大联通物流有限公司,武汉-东西湖区,3-4.5千/月,10-30
微信销售专员5000+应届毕业生+天河客运站,广州达顺网络科技有限公司,广州-天河区,6-8千/月,10-30
行政/前台/人事/出纳/助理/专员,上海宏春商贸有限公司,上海-普陀区,4-6千/月,10-30
制剂作业员,参天制药（中国）有限公司,苏州-工业园区,3-4.5千/月,10-30
课程销售顾问（朝十晚七+地铁口）,深圳市博学教育咨询管理有限公司,深圳-南山区,0.6-1.5万/月,10-30
广告销售经理,广州市酷派广告传媒有限责任公司,广州-增城,0.8-1万/月,10-30
客服 / 客户服务专员（送星巴克咖啡券）,电讯盈科,广州-越秀区,3-4.5千/月,10-30
长白芒果诚聘房精英销售人员,芒果不动产长白岛天河店,沈阳-和平区,8-9千/月,10-30
招聘综合事务岗,北京外航服务公司,北京,6-8千/月,10-30
操作工,深圳市万邑通信息科技有限公司,上海-奉贤区,4.5-6千/月,10-30
高级销售代表（北京）,北京西西弗文化传播有限公司,北京-朝阳区,0.6-1.5万/月,10-30
轴流压气机设计人员,中国科学院上海高等研究院,上海-浦东新区,0.8-1万/月,10-30
商务专员,广东麦科瑞地理信息工程有限公司,惠州,4-5千/月,10-30
运营校长,合肥海知音乐器销售有限责任公司,合肥,1-1.5万/月,10-30
课程顾问（无责任2500+五险一金+单休+高额提成）,武汉艾玺商贸有限公司,武汉-江汉区,0.8-1万/月,10-30
渠道业务经理,杭州宗盛智能科技有限公司,杭州,6-8千/月,10-30
信贷专员（精准客户+高提成）,广州众微互联网金融信息服务有限公司,广州-天河区,1-1.5万/月,10-30
Java软件工程师,中标防伪印务有限公司,北京,,10-30
化妆师助理（接受转行）,广州千艺千妆美容科技有限公司,广州-白云区,3-4.5千/月,10-30
售后客服,福州市沃创智能科技有限公司,福州-台江区,6-8千/月,10-30
诚聘营业员,昆明鹰王商贸有限公司,昆明-盘龙区,2.6-3.8千/月,10-30
销售无责--底薪3000+五险,唯瑜珈,沈阳,3-8千/月,10-30
行政人事助理,广东明和智能设备有限公司,广州,3.3-4.5千/月,10-30
市场业务员/销售代表,佛山市米格文化传播有限公司,佛山,0.4-2万/月,10-30
211/985学历/大客户销售代表5500-9000起薪/师徒制,北京丽兹行房地产顾问有限公司-BJ4,北京-朝阳区,0.8-1万/月,10-30
设计师助理,衡阳市金橙装饰设计有限公司,衡阳,3-4.5千/月,10-30
特勤（退伍军人，江油）,江油为民安防服务有限公司,绵阳,3-4.5千/月,10-30
销售工程师—嘉兴办事处,上海气立可气动设备有限公司,嘉兴,4.5-6千/月,10-30
会计助理,上海费浦智能科技有限公司,上海-闵行区,3-4.5千/月,10-30
我爱我家先奇店招聘房产顾问,苏州我爱我家房地产经纪有限公司福...,苏州-吴中区,0.6-1万/月,10-30
客户服务/驻场工程师,上海直真视通科技有限公司,上海,0.5-1万/月,10-30
农资行业寒假工实习生包吃住双休,青岛海德龙生物科技有限公司,青岛-市南区,3-4.5千/月,10-30
网络推广专员 双休 节假福利 早九晚六 高提成,武汉中智颢天科技有限公司,武汉-洪山区,6-8千/月,10-30
诚聘电话客服六险双休包住,深圳辉盛达物流有限公司,南京-江宁区,4-8千/月,10-30
品质文员,深圳市科本精密模具有限公司,深圳-光明新区,4-6千/月,10-30
初级测试员,西安新势力环保科技有限责任公司,重庆-渝北区,6-8千/月,10-30
新媒体运营,浙江天正电气股份有限公司,上海,4.5-6千/月,10-30
会计主管,上海新路达商业（集团）有限公司,上海,8-10万/年,10-30
金融管培生（团队拓展+父母旅游+董事长亲自培训）,上海世基投资顾问有限公司-华侨城...,上海-浦东新区,0.8-1万/月,10-30
服务顾问,广州骏辉丰田汽车销售服务有限公司...,广州-花都区,6-8千/月,10-30
销售助理,深圳市八达威科技有限公司,深圳,4-6千/月,10-30
高级嵌入式软件工程师,移康智能科技（上海）股份有限公司,上海-闵行区,1.2-2万/月,10-30
借款咨询顾问,平安普惠信息服务有限公司成都一环...,成都-锦江区,0.8-1万/月,10-30
市场部经理,福建福矛酒业集团,福州-仓山区,1-1.5万/月,10-30
销售代表,陕西拓维贸易服务有限公司,西安,5-8千/月,10-30
客服专员,娄底市鑫邦汽车贸易有限公司,娄底,3-4.5千/月,10-30
工艺设计,康纳新型材料（杭州）有限公司,杭州-西湖区,3-5千/月,10-30
sem推广主管,深圳蚂蚁互联科技有限公司,深圳-宝安区,6-8千/月,10-30
物业经理助理,上海徐房（集团）有限公司,上海-徐汇区,6-8万/年,10-30
医疗器械销售专员（五险 收入稳定 ）,福州顺康医疗设备有限公司,福州-晋安区,1-1.5万/月,10-30
游戏代练5k+提成,营口肖友信息科技有限公司,承德,300元/天,10-30
护士,河南莱佛班克生物科技有限公司,郑州-郑东新区,4-6千/月,10-30
商务专员,北京中恒兴业科技集团有限公司,北京-海淀区,3-4.5千/月,10-30
课程顾问,北京鲁班前进方向教育科技有限公司,北京-海淀区,0.8-1万/月,10-30
项目主管（园林景观）,城山建设有限公司,异地招聘,15-18万/年,10-30
医疗器械区域销售经理,成都市欣诺商贸有限公司,成都-高新区,4.5-6千/月,10-30
德国spike销售经理,四川斯泰博科技有限公司,成都-武侯区,0.8-2万/月,10-30
留学咨询助理,奇异果纽澳教育科技（武汉）有限公司,武汉-洪山区,3-6千/月,10-30
平面设计师,福益（上海）企业投资管理有限公司,上海-松江区,6-8千/月,10-30
底薪3K到4K诚聘出纳,河南鑫亿航电子科技有限公司,郑州-管城回族区,4-5千/月,10-30
Java中级开发工程师,武汉无线飞翔科技有限公司,武汉-江岸区,0.8-1万/月,10-30
产品维修工程师,北京惟泰安全设备有限公司,北京-顺义区,4-6千/月,10-30
前台收银员,八婆婆烧仙草,福州,3-4.5千/月,10-30
总经理助理,无锡联云世纪科技股份有限公司上海...,上海,4-6千/月,10-30
互联网销售精英，销售代表,深圳市珍岛信息技术有限公司,深圳-南山区,0.8-1万/月,10-30
市场经理（商显大屏）,山东高乐新能源科技有限公司,济南-市中区,1.2-2.5万/月,10-30
管培生/ 实习生（专业培训 免费住宿 无经验）,西安网阔电子科技有限公司,西安-雁塔区,3-6千/月,10-30
咨询顾问 无加班 3千+,辽宁欧美亚经济技术合作有限公司,沈阳-皇姑区,1-1.5万/月,10-30
仓库发货员/仓管/仓库管理员,百爱木斯贸易(上海）有限公司,上海-松江区,160元/天,10-30
网络推广经理,网云传媒（武汉）有限公司,武汉-洪山区,1-1.5万/月,10-30
销售代表晋升快双休,中国人寿保险股份有限公司沈阳市沈...,沈阳-和平区,6-8千/月,10-30
课程顾问#学历提升#月入过万,深圳市嘉文管理顾问有限公司,深圳-福田区,0.8-1万/月,10-30
销售代表+底薪4000,成都爱瑞康科技有限公司,成都,0.8-1万/月,10-30
药店营业员,深圳二天堂大药房有限公司,深圳-福田区,3-4.5千/月,10-30
销售专员,山东省石油化工有限公司,济南-历下区,3-4.5千/月,10-30
门店销售,宁波市鄞州区米辉商贸有限公司,宁波-鄞州区,0.5-1万/月,10-30
渠道销售经理（网络设备）双休,深圳市耐施菲信息科技有限公司,深圳-南山区,0.6-1.2万/月,10-30
Finance Intern(财务实习生）,世特科汽车工程产品（常州）有限公司,常州,,10-30
国际销售（中南美航线 ）,深圳市长远国际货运代理有限公司,深圳-罗湖区,0.5-2万/月,10-30
网络推广专员,深圳市赛亚气雾剂有限公司,深圳-龙华新区,5-6.5千/月,10-30
母婴证教学管理员/晋升快,盐城上元教育咨询有限公司,盐城,4.5-6千/月,10-30
淘宝、天猫美工设计师,浙江大象智能科技有限公司,杭州-滨江区,0.8-1.5万/月,10-30
天猫/京东客服（包吃住，高提成）,广州飞纵汽车用品有限公司,广州-越秀区,3.5-6千/月,10-30
销售经理,湖北卓耳节水灌溉有限公司,武汉-东西湖区,0.5-1万/月,10-30
